gold,exp,rarity_roll,monsters,gold_multiplier,final_gold,rarity
89,116,0.700981994173674,Goblin,1.0,89.0,common
83,194,0.9601602075732162,Orc,2.0,166.0,legendary
87,55,0.10211873352570311,Goblin,1.0,87.0,common
91,58,0.9723266241308914,Goblin,1.0,91.0,legendary
92,59,0.033926159494327646,Goblin,1.0,92.0,common
76,197,0.26431924586558897,Goblin,1.0,76.0,common
49,116,0.405885575979936,Orc,2.0,98.0,common
59,148,0.08475471566863935,Orc,2.0,118.0,common
11,116,0.3000711224422985,Orc,2.0,22.0,common
23,111,0.5616003398615805,Orc,2.0,46.0,common
67,109,0.8551522537268001,Orc,2.0,134.0,rarity
46,184,0.3341690545131756,Orc,2.0,92.0,common
93,148,0.9587482847033222,Goblin,1.0,93.0,legendary
59,172,0.7609515391586326,Orc,2.0,118.0,common
94,124,0.4398296605781441,Orc,2.0,188.0,common
64,173,0.5712193927639433,Goblin,1.0,64.0,common
49,147,0.7329715444516797,Goblin,1.0,49.0,common
13,108,0.1265742547929407,Orc,2.0,26.0,common
47,128,0.5850962886711781,Goblin,1.0,47.0,common
15,60,0.5393337658014492,Goblin,1.0,15.0,common
29,178,0.3557385644642096,Goblin,1.0,29.0,common
47,141,0.14289200169509375,Goblin,1.0,47.0,common
12,174,0.9951438573644605,Orc,2.0,24.0,legendary
51,159,0.5362883332331756,Goblin,1.0,51.0,common
23,69,0.7171680732838558,Orc,2.0,46.0,common
77,117,0.10561604151404813,Dragon,10.0,770.0,common
52,113,0.11113940707562797,Goblin,1.0,52.0,common
51,106,0.14341794832265642,Goblin,1.0,51.0,common
31,177,0.10503996900987767,Goblin,1.0,31.0,common
85,57,0.5578324457473909,Dragon,10.0,850.0,common
49,93,0.476853112917054,Orc,2.0,98.0,common
69,189,0.10481284967810534,Goblin,1.0,69.0,common
48,111,0.5852411582025923,Orc,2.0,96.0,common
21,122,0.769091611203189,Goblin,1.0,21.0,common
15,154,0.5706116644528049,Orc,2.0,30.0,common
67,79,0.08107776030853264,Goblin,1.0,67.0,common
13,64,0.2238542529998243,Dragon,10.0,130.0,common
43,111,0.6941780005866314,Goblin,1.0,43.0,common
20,182,0.2113591938500321,Goblin,1.0,20.0,common
82,176,0.4255584475913021,Dragon,10.0,820.0,common
12,89,0.1652359824304227,Goblin,1.0,12.0,common
21,158,0.9891078989725182,Orc,2.0,42.0,legendary
86,112,0.6190027693120124,Orc,2.0,172.0,common
87,148,0.9308182148350294,Goblin,1.0,87.0,rarity
45,151,0.7223718823931305,Goblin,1.0,45.0,common
43,84,0.8487625251605527,Goblin,1.0,43.0,rarity
48,177,0.34951497284623423,Goblin,1.0,48.0,common
62,51,0.5854823984148776,Orc,2.0,124.0,common
69,144,0.9461962100282473,Goblin,1.0,69.0,rarity
81,167,0.5121840033739408,Orc,2.0,162.0,common
63,164,0.7783680243296893,Goblin,1.0,63.0,common
51,142,0.2896720849371872,Goblin,1.0,51.0,common
46,153,0.08398533763084426,Goblin,1.0,46.0,common
76,155,0.3374067198785251,Orc,2.0,152.0,common
64,103,0.5006254015999718,Goblin,1.0,64.0,common
46,197,0.9462617047470497,Orc,2.0,92.0,rarity
23,93,0.24160992965102213,Goblin,1.0,23.0,common
99,101,0.0497435076449233,Orc,2.0,198.0,common
96,180,0.827579495853093,Goblin,1.0,96.0,rarity
25,99,0.9309049203119418,Goblin,1.0,25.0,rarity
85,96,0.5720724644887883,Orc,2.0,170.0,common
10,197,0.5553021907857218,Goblin,1.0,10.0,common
90,182,0.5106567345162247,Orc,2.0,180.0,common
92,129,0.9708422462556586,Goblin,1.0,92.0,legendary
92,173,0.46114546089403774,Goblin,1.0,92.0,common
55,102,0.16661977622885316,Goblin,1.0,55.0,common
87,192,0.5252860689687775,Goblin,1.0,87.0,common
76,102,0.6257271718176592,Goblin,1.0,76.0,common
79,185,0.7107800023972081,Goblin,1.0,79.0,common
52,157,0.5586293053175329,Goblin,1.0,52.0,common
94,52,0.09016939111520972,Orc,2.0,188.0,common
40,157,0.5792049710655266,Goblin,1.0,40.0,common
52,198,0.7980539690155978,Goblin,1.0,52.0,common
62,112,0.38862230011259014,Goblin,1.0,62.0,common
56,81,0.7017140250128988,Goblin,1.0,56.0,common
48,90,0.3285966666052488,Goblin,1.0,48.0,common
47,67,0.6446464083364891,Orc,2.0,94.0,common
13,117,0.9140184496880968,Goblin,1.0,13.0,rarity
38,74,0.6283453520922828,Goblin,1.0,38.0,common
31,159,0.4083248704942054,Goblin,1.0,31.0,common
43,82,0.8863647193507277,Orc,2.0,86.0,rarity
60,147,0.2703024043703621,Goblin,1.0,60.0,common
64,94,0.9137908166635746,Dragon,10.0,640.0,rarity
89,77,0.9805982984872003,Goblin,1.0,89.0,legendary
13,165,0.8409496925221017,Goblin,1.0,13.0,rarity
70,103,0.7616899058474175,Goblin,1.0,70.0,common
71,103,0.5762919234083757,Goblin,1.0,71.0,common
90,195,0.45951680547523654,Goblin,1.0,90.0,common
28,117,0.5847281216702739,Orc,2.0,56.0,common
12,151,0.7210491607272915,Goblin,1.0,12.0,common
76,55,0.21846665758206107,Goblin,1.0,76.0,common
98,137,0.5258326591869601,Orc,2.0,196.0,common
78,103,0.10877147526133246,Goblin,1.0,78.0,common
19,61,0.6858687156841042,Goblin,1.0,19.0,common
17,69,0.2499352148185907,Goblin,1.0,17.0,common
55,52,0.26813958832080065,Goblin,1.0,55.0,common
77,190,0.25839793287451795,Goblin,1.0,77.0,common
30,126,0.9429609084197575,Orc,2.0,60.0,rarity
24,58,0.4927073588937664,Orc,2.0,48.0,common
52,149,0.629757223077763,Orc,2.0,104.0,common
32,109,0.15061274551168613,Orc,2.0,64.0,common
35,189,0.05848538374975276,Orc,2.0,70.0,common
75,80,0.15310828807305166,Goblin,1.0,75.0,common
18,197,0.14228457309833586,Goblin,1.0,18.0,common
21,180,0.7381590033326,Goblin,1.0,21.0,common
84,133,0.24484878328004922,Goblin,1.0,84.0,common
15,135,0.9028160746666883,Goblin,1.0,15.0,rarity
46,115,0.12983708537915328,Orc,2.0,92.0,common
44,93,0.7633060812252958,Goblin,1.0,44.0,common
41,68,0.012103948690477484,Orc,2.0,82.0,common
11,81,0.3729113277105883,Orc,2.0,22.0,common
40,157,0.7307448307323506,Goblin,1.0,40.0,common
72,61,0.3726595493247713,Goblin,1.0,72.0,common
46,186,0.4883257682693555,Goblin,1.0,46.0,common
20,96,0.7235925433103046,Orc,2.0,40.0,common
58,51,0.035014095231534426,Goblin,1.0,58.0,common
50,169,0.8990241702545243,Orc,2.0,100.0,rarity
73,138,0.9885632020259583,Orc,2.0,146.0,legendary
94,68,0.13426461288675084,Orc,2.0,188.0,common
24,122,0.1593518004880875,Goblin,1.0,24.0,common
58,86,0.8225114972290423,Goblin,1.0,58.0,rarity
78,184,0.3236996199159935,Dragon,10.0,780.0,common
84,148,0.38169920607479946,Orc,2.0,168.0,common
77,103,0.7729975644831073,Goblin,1.0,77.0,common
40,189,0.7157068257551935,Goblin,1.0,40.0,common
69,156,0.015476097787548881,Goblin,1.0,69.0,common
25,172,0.6876185939868272,Goblin,1.0,25.0,common
78,72,0.6506819971860783,Goblin,1.0,78.0,common
82,107,0.37462437903685675,Goblin,1.0,82.0,common
93,84,0.9311096189868105,Goblin,1.0,93.0,rarity
46,88,0.6519291531288994,Goblin,1.0,46.0,common
38,78,0.27886021324877386,Orc,2.0,76.0,common
76,81,0.9422244192922903,Dragon,10.0,760.0,rarity
86,181,0.8385451112333406,Goblin,1.0,86.0,rarity
95,121,0.045109840141647206,Orc,2.0,190.0,common
89,106,0.5926683567004338,Orc,2.0,178.0,common
89,119,0.3938955223529135,Goblin,1.0,89.0,common
63,89,0.305714813918873,Goblin,1.0,63.0,common
89,63,0.9991604052748425,Dragon,10.0,890.0,legendary
10,130,0.24336401528211238,Goblin,1.0,10.0,common
27,55,0.8454685369522648,Goblin,1.0,27.0,rarity
84,84,0.6496949109696599,Goblin,1.0,84.0,common
44,154,0.4590813581834766,Orc,2.0,88.0,common
46,145,0.8853075006048499,Dragon,10.0,460.0,rarity
96,120,0.893303192751008,Goblin,1.0,96.0,rarity
17,199,0.8743244931114024,Goblin,1.0,17.0,rarity
35,176,0.9378653046173479,Goblin,1.0,35.0,rarity
27,165,0.4872105831464183,Orc,2.0,54.0,common
19,101,0.6813984833663062,Dragon,10.0,190.0,common
86,82,0.8343324505467169,Dragon,10.0,860.0,rarity
60,189,0.7879768617043234,Goblin,1.0,60.0,common
36,88,0.6549431967268842,Orc,2.0,72.0,common
47,75,0.40824185671929225,Goblin,1.0,47.0,common
14,92,0.8180753993590583,Goblin,1.0,14.0,rarity
64,148,0.08362815399247181,Goblin,1.0,64.0,common
15,172,0.9390074163915908,Orc,2.0,30.0,rarity
13,126,0.5963031836134047,Goblin,1.0,13.0,common
54,123,0.9707950225087992,Orc,2.0,108.0,legendary
39,176,0.8171115895632625,Goblin,1.0,39.0,rarity
42,70,0.0081351962390388,Goblin,1.0,42.0,common
41,63,0.11910873646796039,Goblin,1.0,41.0,common
87,155,0.09858086514589359,Goblin,1.0,87.0,common
83,109,0.35726022326183904,Goblin,1.0,83.0,common
93,132,0.5007743286431363,Orc,2.0,186.0,common
97,107,0.6363257405105417,Goblin,1.0,97.0,common
29,194,0.2456273755836461,Goblin,1.0,29.0,common
78,137,0.9593903486512564,Orc,2.0,156.0,legendary
67,170,0.8330612080500791,Orc,2.0,134.0,rarity
57,93,0.7538130350201855,Goblin,1.0,57.0,common
96,155,0.28613153157771776,Goblin,1.0,96.0,common
30,56,0.38663971271299,Goblin,1.0,30.0,common
33,161,0.39552502939666945,Goblin,1.0,33.0,common
38,127,0.081718128525325,Goblin,1.0,38.0,common
12,81,0.11833069941283736,Orc,2.0,24.0,common
64,104,0.20357240194312176,Goblin,1.0,64.0,common
47,112,0.3820558311951363,Goblin,1.0,47.0,common
63,138,0.7070843892618832,Dragon,10.0,630.0,common
10,92,0.5822974006256144,Goblin,1.0,10.0,common
22,186,0.7392479614503201,Orc,2.0,44.0,common
26,154,0.21988708500371046,Orc,2.0,52.0,common
44,55,0.794908709556287,Orc,2.0,88.0,common
62,65,0.9974357611056313,Goblin,1.0,62.0,legendary
55,82,0.5955523542550298,Goblin,1.0,55.0,common
15,186,0.6524117340863559,Goblin,1.0,15.0,common
60,93,0.25881781568215045,Orc,2.0,120.0,common
97,147,0.9830192531907227,Orc,2.0,194.0,legendary
94,193,0.13170834974783663,Goblin,1.0,94.0,common
74,63,0.2678365192026597,Goblin,1.0,74.0,common
30,156,0.9193232116577771,Orc,2.0,60.0,rarity
89,76,0.20496752549040254,Orc,2.0,178.0,common
75,137,0.33267691250928244,Orc,2.0,150.0,common
26,123,0.5935989475249097,Goblin,1.0,26.0,common
86,184,0.8491385128306865,Orc,2.0,172.0,rarity
56,193,0.20604115923973032,Orc,2.0,112.0,common
89,128,0.20756896651897405,Goblin,1.0,89.0,common
56,55,0.8296415007226736,Goblin,1.0,56.0,rarity
60,88,0.17650881753518066,Orc,2.0,120.0,common
60,109,0.6731412487810792,Goblin,1.0,60.0,common
93,107,0.08505404271650963,Goblin,1.0,93.0,common
81,116,0.781360715740646,Goblin,1.0,81.0,common
36,183,0.380348927725765,Goblin,1.0,36.0,common
77,86,0.31485371864331,Orc,2.0,154.0,common
85,160,0.8525372725395868,Orc,2.0,170.0,rarity
36,122,0.34083763521442967,Dragon,10.0,360.0,common
78,127,0.0455633000867991,Goblin,1.0,78.0,common
55,168,0.3130281369082446,Orc,2.0,110.0,common
46,95,0.5473545372250682,Orc,2.0,92.0,common
71,176,0.8581878344546535,Goblin,1.0,71.0,rarity
48,59,0.6151019347143072,Goblin,1.0,48.0,common
24,51,0.8746152444979491,Goblin,1.0,24.0,rarity
97,185,0.2830015204691976,Goblin,1.0,97.0,common
34,64,0.39918976415307406,Goblin,1.0,34.0,common
93,53,0.421979109879581,Goblin,1.0,93.0,common
46,65,0.46441825924758595,Orc,2.0,92.0,common
14,104,0.3941523417252851,Orc,2.0,28.0,common
43,197,0.07485539616617021,Goblin,1.0,43.0,common
29,152,0.439780523992093,Goblin,1.0,29.0,common
85,127,0.05816478645941725,Goblin,1.0,85.0,common
96,78,0.7553834040182176,Orc,2.0,192.0,common
14,196,0.5889685009265793,Orc,2.0,28.0,common
97,177,0.9093782263293168,Orc,2.0,194.0,rarity
17,193,0.17559695359173033,Dragon,10.0,170.0,common
68,131,0.3855866314409331,Orc,2.0,136.0,common
67,165,0.7289443583612305,Goblin,1.0,67.0,common
47,166,0.6436325964807598,Goblin,1.0,47.0,common
75,81,0.6645079849137807,Orc,2.0,150.0,common
11,97,0.8230345589357463,Goblin,1.0,11.0,rarity
56,126,0.11728151577601009,Orc,2.0,112.0,common
20,106,0.7802562581851576,Orc,2.0,40.0,common
49,62,0.9248381307610262,Goblin,1.0,49.0,rarity
33,119,0.11356545100932114,Goblin,1.0,33.0,common
99,146,0.22843920803149065,Goblin,1.0,99.0,common
86,130,0.8562227012684687,Goblin,1.0,86.0,rarity
69,86,0.28201083059240706,Goblin,1.0,69.0,common
47,105,0.25354988307258275,Orc,2.0,94.0,common
82,91,0.43906694056460194,Goblin,1.0,82.0,common
16,169,0.7540192877596423,Goblin,1.0,16.0,common
33,95,0.3295985920053166,Goblin,1.0,33.0,common
37,196,0.8708791166257243,Orc,2.0,74.0,rarity
79,63,0.34965249111518604,Goblin,1.0,79.0,common
48,108,0.5212739363221501,Orc,2.0,96.0,common
55,71,0.1741378356045471,Orc,2.0,110.0,common
31,88,0.429532271439809,Goblin,1.0,31.0,common
12,115,0.20194154285092059,Goblin,1.0,12.0,common
48,53,0.6251939837681034,Goblin,1.0,48.0,common
77,131,0.179109591365617,Goblin,1.0,77.0,common
89,189,0.2945382043346605,Goblin,1.0,89.0,common
68,115,0.7891495632787255,Dragon,10.0,680.0,common
47,160,0.9370326896395231,Orc,2.0,94.0,rarity
21,73,0.7782687363674278,Orc,2.0,42.0,common
83,172,0.23027249351273815,Goblin,1.0,83.0,common
16,143,0.8973041830558616,Goblin,1.0,16.0,rarity
90,187,0.3809928129891774,Goblin,1.0,90.0,common
59,128,0.9175132711326865,Orc,2.0,118.0,rarity
59,81,0.2909528136558628,Orc,2.0,118.0,common
51,76,0.9622062480313167,Goblin,1.0,51.0,legendary
19,193,0.8192081890014766,Orc,2.0,38.0,rarity
10,131,0.7178025369703925,Goblin,1.0,10.0,common
32,191,0.8638318980268648,Goblin,1.0,32.0,rarity
28,176,0.8605739854463279,Goblin,1.0,28.0,rarity
49,117,0.4478128304829606,Orc,2.0,98.0,common
75,105,0.7340156182469678,Orc,2.0,150.0,common
22,51,0.989549700321826,Goblin,1.0,22.0,legendary
76,139,0.738362704959871,Goblin,1.0,76.0,common
33,60,0.8566214031506688,Goblin,1.0,33.0,rarity
93,189,0.7812230844660637,Dragon,10.0,930.0,common
25,187,0.057747807946570306,Orc,2.0,50.0,common
20,73,0.7164255240584271,Goblin,1.0,20.0,common
15,130,0.37316328915385777,Dragon,10.0,150.0,common
97,141,0.9301827380947999,Goblin,1.0,97.0,rarity
34,184,0.6029676097346223,Goblin,1.0,34.0,common
85,148,0.8407477876864916,Orc,2.0,170.0,rarity
88,159,0.32934691415264983,Goblin,1.0,88.0,common
33,58,0.408378596046325,Orc,2.0,66.0,common
81,106,0.33677850802672005,Goblin,1.0,81.0,common
28,182,0.7805395504059153,Goblin,1.0,28.0,common
65,179,0.06051549554844449,Goblin,1.0,65.0,common
67,162,0.5855759737873025,Goblin,1.0,67.0,common
21,64,0.41959870614045514,Goblin,1.0,21.0,common
79,148,0.5982465917196643,Goblin,1.0,79.0,common
22,144,0.3696778241261992,Orc,2.0,44.0,common
77,88,0.2215361912855197,Goblin,1.0,77.0,common
11,90,0.04488076753150383,Goblin,1.0,11.0,common
51,188,0.550087136237972,Goblin,1.0,51.0,common
11,66,0.46480397023891384,Goblin,1.0,11.0,common
69,103,0.5792745307323575,Goblin,1.0,69.0,common
74,125,0.8152193109373285,Orc,2.0,148.0,rarity
44,153,0.6319215926898376,Goblin,1.0,44.0,common
53,141,0.4622787545130823,Orc,2.0,106.0,common
27,70,0.5309376410076347,Orc,2.0,54.0,common
60,199,0.6434958101542253,Orc,2.0,120.0,common
64,193,0.38852467339978636,Dragon,10.0,640.0,common
15,189,0.4774548419379302,Orc,2.0,30.0,common
95,143,0.7525712468939216,Goblin,1.0,95.0,common
13,134,0.9677420603729084,Goblin,1.0,13.0,legendary
37,137,0.48102448369388073,Goblin,1.0,37.0,common
24,54,0.6598181065235174,Goblin,1.0,24.0,common
51,85,0.6470704642639682,Orc,2.0,102.0,common
46,134,0.7059873359502336,Orc,2.0,92.0,common
71,161,0.575121151165115,Orc,2.0,142.0,common
85,183,0.6312815465033189,Goblin,1.0,85.0,common
47,137,0.8593971632722808,Goblin,1.0,47.0,rarity
40,181,0.6039723206210877,Orc,2.0,80.0,common
32,132,0.06412105203938046,Goblin,1.0,32.0,common
12,147,0.8741487894230066,Orc,2.0,24.0,rarity
16,70,0.6179896700506108,Goblin,1.0,16.0,common
73,54,0.14619398926224025,Orc,2.0,146.0,common
96,167,0.8534391755058571,Goblin,1.0,96.0,rarity
13,130,0.042699764460630285,Goblin,1.0,13.0,common
89,93,0.7266960404921623,Orc,2.0,178.0,common
58,80,0.626982018196632,Goblin,1.0,58.0,common
61,91,0.4085663687192441,Goblin,1.0,61.0,common
28,163,0.5609777207997512,Goblin,1.0,28.0,common
12,125,0.5506494799985406,Goblin,1.0,12.0,common
15,119,0.2961396896598887,Goblin,1.0,15.0,common
96,70,0.4430078540571786,Orc,2.0,192.0,common
30,108,0.15776813470282758,Orc,2.0,60.0,common
40,132,0.38745496472993723,Orc,2.0,80.0,common
50,77,0.9013911238650869,Goblin,1.0,50.0,rarity
67,164,0.837634088289339,Orc,2.0,134.0,rarity
40,124,0.03962191363721013,Orc,2.0,80.0,common
92,165,0.35018557259671357,Goblin,1.0,92.0,common
13,159,0.18904551172393125,Goblin,1.0,13.0,common
86,95,0.5861285115134499,Dragon,10.0,860.0,common
57,175,0.19167475254218336,Goblin,1.0,57.0,common
26,89,0.11772935078442004,Goblin,1.0,26.0,common
24,82,0.7662948656396786,Goblin,1.0,24.0,common
27,96,0.9531493497166527,Goblin,1.0,27.0,legendary
20,72,0.3334719191590986,Orc,2.0,40.0,common
66,108,0.3779241146748227,Goblin,1.0,66.0,common
13,124,0.11101073097206915,Orc,2.0,26.0,common
65,137,0.358080755442418,Orc,2.0,130.0,common
54,141,0.7481037500288193,Goblin,1.0,54.0,common
19,60,0.183111327553646,Orc,2.0,38.0,common
22,191,0.24230942432785396,Goblin,1.0,22.0,common
85,187,0.6453314622698315,Goblin,1.0,85.0,common
27,175,0.8651386629375538,Dragon,10.0,270.0,rarity
93,181,0.6574892222313355,Goblin,1.0,93.0,common
69,138,0.47313384440026873,Orc,2.0,138.0,common
61,115,0.11553598402799303,Goblin,1.0,61.0,common
42,95,0.7057969353785599,Goblin,1.0,42.0,common
20,155,0.6788646345801345,Goblin,1.0,20.0,common
88,82,0.3271324384970925,Orc,2.0,176.0,common
29,102,0.6153671322661572,Goblin,1.0,29.0,common
25,181,0.2138970934492075,Dragon,10.0,250.0,common
95,115,0.6768587897135856,Goblin,1.0,95.0,common
77,135,0.7414925514059406,Orc,2.0,154.0,common
29,158,0.29060005503261355,Goblin,1.0,29.0,common
79,97,0.22705643670732267,Orc,2.0,158.0,common
94,76,0.4311021158709045,Goblin,1.0,94.0,common
99,195,0.5090946570393432,Orc,2.0,198.0,common
31,111,0.9070685810127134,Goblin,1.0,31.0,rarity
41,101,0.045101136601321534,Goblin,1.0,41.0,common
13,198,0.32501517516524514,Goblin,1.0,13.0,common
63,53,0.7855134590589579,Orc,2.0,126.0,common
99,68,0.9942657826484216,Orc,2.0,198.0,legendary
68,140,0.19927790175755755,Goblin,1.0,68.0,common
27,97,0.6288789232958527,Orc,2.0,54.0,common
25,179,0.7938437589404697,Goblin,1.0,25.0,common
57,105,0.17892596910324388,Orc,2.0,114.0,common
29,87,0.78888484419449,Orc,2.0,58.0,common
21,54,0.4919375503799731,Orc,2.0,42.0,common
65,137,0.9157542545418658,Goblin,1.0,65.0,rarity
36,100,0.21362987445861603,Goblin,1.0,36.0,common
34,144,0.9751506106472754,Goblin,1.0,34.0,legendary
50,92,0.9569214842626838,Orc,2.0,100.0,legendary
75,198,0.6105490614952199,Orc,2.0,150.0,common
61,174,0.17838862806751954,Dragon,10.0,610.0,common
84,126,0.819376796491636,Orc,2.0,168.0,rarity
14,122,0.9678640796663445,Orc,2.0,28.0,legendary
31,133,0.006455997965912341,Goblin,1.0,31.0,common
27,190,0.12340728458980932,Goblin,1.0,27.0,common
51,197,0.3991703136879542,Goblin,1.0,51.0,common
34,52,0.7088658790761234,Goblin,1.0,34.0,common
20,86,0.8210650724264388,Goblin,1.0,20.0,rarity
48,175,0.2742685779449001,Goblin,1.0,48.0,common
37,96,0.2799933365643227,Orc,2.0,74.0,common
10,54,0.6392484383884558,Orc,2.0,20.0,common
60,165,0.8640045778150424,Orc,2.0,120.0,rarity
21,58,0.6317677379098051,Orc,2.0,42.0,common
74,163,0.7370889559093858,Goblin,1.0,74.0,common
15,58,0.23554040616714855,Goblin,1.0,15.0,common
51,199,0.5059844101570603,Goblin,1.0,51.0,common
87,57,0.5859045838171035,Goblin,1.0,87.0,common
26,57,0.20985452052472853,Orc,2.0,52.0,common
54,98,0.20248461801334572,Goblin,1.0,54.0,common
87,151,0.9925485060926753,Goblin,1.0,87.0,legendary
78,128,0.6722243961222067,Orc,2.0,156.0,common
34,163,0.10016584758340374,Orc,2.0,68.0,common
34,137,0.15635529364714928,Orc,2.0,68.0,common
14,159,0.7492322730599348,Orc,2.0,28.0,common
26,143,0.7666990958638662,Goblin,1.0,26.0,common
57,126,0.022498469251090558,Goblin,1.0,57.0,common
21,54,0.006035605910646891,Goblin,1.0,21.0,common
97,124,0.5430737182478153,Goblin,1.0,97.0,common
74,162,0.9754080695353177,Goblin,1.0,74.0,legendary
74,198,0.24969437631836056,Goblin,1.0,74.0,common
75,144,0.03374809033974746,Goblin,1.0,75.0,common
95,59,0.9624402333459519,Goblin,1.0,95.0,legendary
12,108,0.8133913443302357,Dragon,10.0,120.0,rarity
27,68,0.9104557877957024,Goblin,1.0,27.0,rarity
32,107,0.05276363651578342,Goblin,1.0,32.0,common
23,187,0.4866411674711777,Goblin,1.0,23.0,common
24,51,0.4279817430102647,Goblin,1.0,24.0,common
11,188,0.2051638157184842,Goblin,1.0,11.0,common
26,62,0.5483938064971147,Goblin,1.0,26.0,common
79,105,0.011037061521506963,Goblin,1.0,79.0,common
59,147,0.6538495527389088,Goblin,1.0,59.0,common
68,134,0.1724982211528121,Orc,2.0,136.0,common
42,193,0.3260367075468157,Orc,2.0,84.0,common
74,115,0.3876068127994303,Goblin,1.0,74.0,common
83,183,0.8670985103340954,Goblin,1.0,83.0,rarity
70,108,0.18324823745732055,Goblin,1.0,70.0,common
63,116,0.24517513114594802,Goblin,1.0,63.0,common
13,139,0.4906274692560657,Goblin,1.0,13.0,common
96,170,0.7587871458019692,Orc,2.0,192.0,common
58,93,0.2454361619073403,Orc,2.0,116.0,common
48,89,0.8112237102701647,Orc,2.0,96.0,rarity
79,70,0.8800658166319396,Goblin,1.0,79.0,rarity
81,123,0.6583758601564991,Goblin,1.0,81.0,common
82,129,0.875979670452079,Orc,2.0,164.0,rarity
27,107,0.835166722211728,Goblin,1.0,27.0,rarity
50,150,0.21002768328122323,Orc,2.0,100.0,common
84,87,0.8497645661513368,Orc,2.0,168.0,rarity
38,163,0.4925620015711887,Orc,2.0,76.0,common
64,51,0.3991653188965463,Goblin,1.0,64.0,common
74,84,0.10929568831924885,Orc,2.0,148.0,common
82,80,0.8088150485664765,Orc,2.0,164.0,rarity
18,77,0.946431895825559,Goblin,1.0,18.0,rarity
33,196,0.693334433977357,Goblin,1.0,33.0,common
93,172,0.7529183456913514,Orc,2.0,186.0,common
10,50,0.5464439283673543,Goblin,1.0,10.0,common
64,179,0.43931034444813466,Goblin,1.0,64.0,common
43,87,0.0018932896997271298,Goblin,1.0,43.0,common
64,94,0.17275412273972146,Orc,2.0,128.0,common
30,112,0.14392665887516765,Goblin,1.0,30.0,common
58,105,0.6721665454663425,Goblin,1.0,58.0,common
94,82,0.7870534325147855,Orc,2.0,188.0,common
82,167,0.5291893630282478,Goblin,1.0,82.0,common
46,194,0.21323157765434797,Dragon,10.0,460.0,common
27,181,0.5137155894778087,Orc,2.0,54.0,common
44,188,0.8885238564099204,Goblin,1.0,44.0,rarity
54,55,0.9716481904158204,Orc,2.0,108.0,legendary
72,189,0.605534473680915,Goblin,1.0,72.0,common
69,100,0.5706047407549935,Goblin,1.0,69.0,common
41,149,0.22417788219421453,Dragon,10.0,410.0,common
52,115,0.9408505425103353,Orc,2.0,104.0,rarity
97,105,0.6907575716460669,Goblin,1.0,97.0,common
12,172,0.9575415764982117,Orc,2.0,24.0,legendary
88,118,0.6969272839412383,Dragon,10.0,880.0,common
90,65,0.2871910722947184,Goblin,1.0,90.0,common
71,127,0.3448542335133826,Goblin,1.0,71.0,common
62,56,0.3687866536903096,Orc,2.0,124.0,common
52,147,0.6195516114588403,Goblin,1.0,52.0,common
98,128,0.010410561408404906,Goblin,1.0,98.0,common
58,65,0.6999478162168147,Orc,2.0,116.0,common
28,149,0.9415572507506185,Goblin,1.0,28.0,rarity
91,190,0.4120794071142335,Goblin,1.0,91.0,common
78,110,0.09611175202675748,Orc,2.0,156.0,common
30,133,0.6493068895547673,Goblin,1.0,30.0,common
50,187,0.7448901394280275,Goblin,1.0,50.0,common
58,51,0.39548023820931544,Orc,2.0,116.0,common
73,158,0.6934916615497992,Dragon,10.0,730.0,common
89,114,0.15837729128768485,Orc,2.0,178.0,common
47,63,0.9820417835911085,Goblin,1.0,47.0,legendary
45,61,0.7060495281015131,Orc,2.0,90.0,common
11,153,0.5006331461447009,Dragon,10.0,110.0,common
28,108,0.5403074078736361,Goblin,1.0,28.0,common
81,173,0.1343955394245675,Dragon,10.0,810.0,common
47,87,0.2976175963596296,Goblin,1.0,47.0,common
64,157,0.6401077136599522,Goblin,1.0,64.0,common
53,121,0.4795743830316267,Orc,2.0,106.0,common
34,93,0.3800222734693586,Goblin,1.0,34.0,common
10,53,0.9314685312494295,Orc,2.0,20.0,rarity
86,146,0.7429403338405162,Goblin,1.0,86.0,common
50,110,0.37066241948720235,Dragon,10.0,500.0,common
39,77,0.12127061841657205,Orc,2.0,78.0,common
87,113,0.4238000379702912,Goblin,1.0,87.0,common
16,114,0.7845367208398882,Orc,2.0,32.0,common
97,80,0.5587326100521798,Orc,2.0,194.0,common
68,150,0.5519469841807282,Goblin,1.0,68.0,common
43,170,0.7933101714376809,Goblin,1.0,43.0,common
69,129,0.693338043326001,Orc,2.0,138.0,common
18,129,0.5333775118609928,Goblin,1.0,18.0,common
68,126,0.3091704240885257,Orc,2.0,136.0,common
95,121,0.13047652345915073,Dragon,10.0,950.0,common
67,131,0.09669955744384262,Goblin,1.0,67.0,common
48,142,0.3098073080552518,Goblin,1.0,48.0,common
52,158,0.48613624575650005,Goblin,1.0,52.0,common
16,101,0.8699299489386133,Goblin,1.0,16.0,rarity
99,76,0.3916098230962728,Orc,2.0,198.0,common
90,111,0.18460691208403446,Goblin,1.0,90.0,common
62,95,0.15017650829458296,Goblin,1.0,62.0,common
83,94,0.5258200623140971,Goblin,1.0,83.0,common
91,87,0.051532249403279606,Goblin,1.0,91.0,common
18,92,0.011632204497590615,Goblin,1.0,18.0,common
37,92,0.6357412320242669,Goblin,1.0,37.0,common
57,104,0.9834017495687261,Goblin,1.0,57.0,legendary
